gene_short_name	term	q_value	estimate
LAMTOR2	clus3TRUE	0.6440688	0.3248837
HNRNPH2	clus3TRUE	0.6446785	-0.5684698
CD96	clus3TRUE	0.6501978	-0.4819794
CENPN	clus3TRUE	0.6508064	0.8413088
SEPT1	clus3TRUE	0.6612316	0.4120062
GRPEL1	clus3TRUE	0.6646428	-0.2893998
GNB2L1	clus3TRUE	0.672259	-0.0916847
EIF3H	clus3TRUE	0.6833775	-0.2357451
RNF145	clus3TRUE	0.6846816	-0.4110863
INO80D	clus3TRUE	0.721721	-0.6895806
CASP8	clus3TRUE	0.742636	-0.6901057
C10orf54	clus3TRUE	0.75654	-0.4523999
ATOX1	clus3TRUE	0.75654	0.3576969
SCAND1	clus3TRUE	0.763327	-0.3488615
PSMD14	clus3TRUE	0.77022	0.2670843
SUB1	clus3TRUE	0.777111	-0.1652751
HDDC2	clus3TRUE	0.784	0.3551865
PDHB	clus3TRUE	0.784	0.3088485
ATP5E	clus3TRUE	0.790774	-0.1280721
C17orf96	clus3TRUE	0.790774	-1.394057
PPP6R1	clus3TRUE	0.797544	0.6043447
HSD17B10	clus3TRUE	0.804425	0.2418317
BZW1	clus3TRUE	0.804425	-0.1639068
STK17A	clus3TRUE	0.811188	-0.41214
PRPF4B	clus3TRUE	0.818064	-0.3944672
PDCD6	clus3TRUE	0.824938	0.210966
ABLIM1	clus3TRUE	0.86676	-0.6162983
MRPL15	clus3TRUE	0.86676	0.3085167
ELOVL1	clus3TRUE	0.8735	0.3952445
IQCB1	clus3TRUE	0.8735	-0.5846973
IFRD1	clus3TRUE	0.887222	-0.5541201
EEF1D	clus3TRUE	0.887222	-0.3963564
TMEM5	clus3TRUE	0.900936	0.6810738
USP36	clus3TRUE	0.90779	-0.6621329
ANK3	clus3TRUE	0.90779	-1.365981
RARRES3	clus3TRUE	0.914511	-1.304551
ATP6V1A	clus3TRUE	0.92136	0.5465925
BDH1	clus3TRUE	0.92136	0.5732618
SHFM1	clus3TRUE	0.928074	0.1907848
MORC3	clus3TRUE	0.928074	-0.5821767
HNRNPH1	clus3TRUE	0.94176	-0.2423048
ADSL	clus3TRUE	0.96255	0.277457
SERBP1	clus3TRUE	0.983334	-0.2385507
MAST4	clus3TRUE	0.997139	-1.007549
DPM1	clus3TRUE	1	-0.186412
SCYL3	clus3TRUE	1	-0.4956563
C1orf112	clus3TRUE	1	-0.0126537
FUCA2	clus3TRUE	1	0.5896454
NFYA	clus3TRUE	1	-0.061128
NIPAL3	clus3TRUE	1	0.0804695
LAS1L	clus3TRUE	1	0.0668256
ENPP4	clus3TRUE	1	0.2409334
ANKIB1	clus3TRUE	1	0.0212187
CYP51A1	clus3TRUE	1	0.3127424
KRIT1	clus3TRUE	1	-0.1570861
RAD52	clus3TRUE	1	0.0880637
BAD	clus3TRUE	1	0.3596008
LAP3	clus3TRUE	1	0.2302429
CD99	clus3TRUE	1	-0.1174441
MAD1L1	clus3TRUE	1	-0.2242083
LASP1	clus3TRUE	1	0.2363977
SNX11	clus3TRUE	1	0.5205682
CFLAR	clus3TRUE	1	-0.2199619
NDUFAF7	clus3TRUE	1	-0.0764544
RBM5	clus3TRUE	1	-0.3650812
ARF5	clus3TRUE	1	0.2317502
POLDIP2	clus3TRUE	1	0.3636859
AK2	clus3TRUE	1	0.0896253
FKBP4	clus3TRUE	1	0.1134675
KDM1A	clus3TRUE	1	-0.0235971
RBM6	clus3TRUE	1	-0.4941822
RECQL	clus3TRUE	1	0.1030989
CCDC132	clus3TRUE	1	-0.1210291
NDUFAB1	clus3TRUE	1	0.1523895
SLC25A13	clus3TRUE	1	0.1185527
ST7	clus3TRUE	1	0.2137956
CDC27	clus3TRUE	1	0.0533948
HCCS	clus3TRUE	1	0.2315744
DVL2	clus3TRUE	1	-0.1936491
UPF1	clus3TRUE	1	-0.2627142
SLC25A5	clus3TRUE	1	0.0584327
CCDC109B	clus3TRUE	1	-0.0034188
POLR2J	clus3TRUE	1	0.1352775
DHX33	clus3TRUE	1	-0.1105474
LIG3	clus3TRUE	1	-0.0177869
RPAP3	clus3TRUE	1	0.0185587
CIAPIN1	clus3TRUE	1	0.1965496
MSL3	clus3TRUE	1	-0.258043
CREBBP	clus3TRUE	1	-0.0447901
GCFC2	clus3TRUE	1	-0.2211488
WDR54	clus3TRUE	1	-0.1070951
KMT2E	clus3TRUE	1	-0.2509995
RHBDD2	clus3TRUE	1	-0.0809249
IBTK	clus3TRUE	1	0.188674
ZNF195	clus3TRUE	1	-0.2102725
MYCBP2	clus3TRUE	1	-0.2367137
FBXL3	clus3TRUE	1	0.011235
ITGAL	clus3TRUE	1	0.1022797
ZFX	clus3TRUE	1	-0.2955647
LAMP2	clus3TRUE	1	0.0581374
GDE1	clus3TRUE	1	0.1820831
C19orf60	clus3TRUE	1	0.3491699
MAP3K14	clus3TRUE	1	-0.2238478
AP2B1	clus3TRUE	1	0.2739537
ZNF263	clus3TRUE	1	-0.3401602
TNFRSF12A	clus3TRUE	1	0.100801
KDM7A	clus3TRUE	1	-0.3958695
PHTF2	clus3TRUE	1	0.257035
FARP2	clus3TRUE	1	-0.3936291
GGCT	clus3TRUE	1	0.2325098
DBF4	clus3TRUE	1	-0.3217028
COX10	clus3TRUE	1	0.0584029
PAF1	clus3TRUE	1	-0.0409776
VPS41	clus3TRUE	1	0.3558758
ELAC2	clus3TRUE	1	0.0874007
ADIPOR2	clus3TRUE	1	0.2058787
PAFAH1B1	clus3TRUE	1	-0.0462076
KIAA0100	clus3TRUE	1	-0.0633029
TRAPPC6A	clus3TRUE	1	-0.5477583
MATK	clus3TRUE	1	0.3747868
CD79B	clus3TRUE	1	0.4370191
RPUSD1	clus3TRUE	1	0.1780735
TSR3	clus3TRUE	1	0.2963686
DNAJC11	clus3TRUE	1	0.083374
MYLIP	clus3TRUE	1	-0.8483655
PSMB1	clus3TRUE	1	0.1079085
NADK	clus3TRUE	1	-0.2258703
CYTH3	clus3TRUE	1	0.0456845
SYPL1	clus3TRUE	1	-0.2466327
SPAG9	clus3TRUE	1	-0.7635522
SS18L2	clus3TRUE	1	-0.0095212
CRY1	clus3TRUE	1	-0.2514451
ST3GAL1	clus3TRUE	1	0.2597005
IL32	clus3TRUE	1	-0.1672463
MED24	clus3TRUE	1	0.293162
HEATR5B	clus3TRUE	1	0.0938843
CSDE1	clus3TRUE	1	-0.0039455
UBE3C	clus3TRUE	1	-0.1467196
REV3L	clus3TRUE	1	-0.7928849
FAM76A	clus3TRUE	1	0.5493105
TRAF3IP3	clus3TRUE	1	0.2256442
VTA1	clus3TRUE	1	0.1327197
BAZ1B	clus3TRUE	1	-0.1605423
RANBP9	clus3TRUE	1	-0.0589462
SPRTN	clus3TRUE	1	-0.4631194
METTL13	clus3TRUE	1	0.0850108
DYRK4	clus3TRUE	1	0.2985871
ZNF207	clus3TRUE	1	-0.143715
STARD3NL	clus3TRUE	1	0.3671915
NISCH	clus3TRUE	1	-0.5540969
IDS	clus3TRUE	1	-0.2097968
CD4	clus3TRUE	1	0.5387026
SCMH1	clus3TRUE	1	-0.6463454
FYN	clus3TRUE	1	-0.0418387
HIVEP2	clus3TRUE	1	-0.5282167
FMO1	clus3TRUE	1	-0.4902854
TCEB3	clus3TRUE	1	-0.0951751
CLCN6	clus3TRUE	1	0.3517905
BTBD7	clus3TRUE	1	-0.5347629
APBA3	clus3TRUE	1	0.0691985
ABHD5	clus3TRUE	1	0.3097183
AKAP8L	clus3TRUE	1	-0.2050015
MBTD1	clus3TRUE	1	-0.1961541
UTP18	clus3TRUE	1	-0.0357588
RNF216	clus3TRUE	1	-0.2455914
TTC19	clus3TRUE	1	-0.2404183
PTBP1	clus3TRUE	1	0.1721228
LARS2	clus3TRUE	1	0.3502461
PIK3C2A	clus3TRUE	1	-0.1314176
RABGAP1	clus3TRUE	1	-0.2945701
QPCTL	clus3TRUE	1	-0.1355988
PPP5C	clus3TRUE	1	0.3408012
MAP4K3	clus3TRUE	1	0.1140169
ZBTB32	clus3TRUE	1	1.039809
ERCC1	clus3TRUE	1	0.511822
ELOVL5	clus3TRUE	1	0.0447357
CALCOCO1	clus3TRUE	1	-0.9980826
UBR7	clus3TRUE	1	0.3023693
MAP4K5	clus3TRUE	1	-0.5435082
PSMC4	clus3TRUE	1	0.1024542
MVP	clus3TRUE	1	0.3470494
NUB1	clus3TRUE	1	0.0250124
PGM3	clus3TRUE	1	-0.0979519
POLR3B	clus3TRUE	1	0.6030119
RNF14	clus3TRUE	1	0.0101493
HEBP1	clus3TRUE	1	-0.4842118
CD6	clus3TRUE	1	0.1673647
TACC3	clus3TRUE	1	-0.0161542
UFL1	clus3TRUE	1	0.1000129
ZC3H3	clus3TRUE	1	-0.1829719
CAPN1	clus3TRUE	1	0.2042874
SLC30A9	clus3TRUE	1	0.0282598
COX15	clus3TRUE	1	0.7741123
CCDC88C	clus3TRUE	1	-0.1996035
YAF2	clus3TRUE	1	0.1305324
ZMYND11	clus3TRUE	1	-0.2873859
WAS	clus3TRUE	1	0.1420051
BID	clus3TRUE	1	-0.4435564
NUDCD3	clus3TRUE	1	0.2331303
GLT8D1	clus3TRUE	1	0.3423515
ATP2C1	clus3TRUE	1	0.0367414
RALBP1	clus3TRUE	1	-0.0645041
RUFY3	clus3TRUE	1	-0.3871685
AGPS	clus3TRUE	1	0.4818801
CXorf56	clus3TRUE	1	-0.1792858
TTC27	clus3TRUE	1	0.0611694
CD74	clus3TRUE	1	0.204528
ZRANB1	clus3TRUE	1	-0.3478518
NCDN	clus3TRUE	1	0.1816707
ZFP64	clus3TRUE	1	0.3445109
MNAT1	clus3TRUE	1	0.1397196
RUNX3	clus3TRUE	1	0.2053884
MRE11A	clus3TRUE	1	0.2723704
SERPINB1	clus3TRUE	1	0.0459831
SPAST	clus3TRUE	1	-0.0383718
AQR	clus3TRUE	1	0.0748748
FHL1	clus3TRUE	1	0.1940564
RTFDC1	clus3TRUE	1	0.1468609
RNF10	clus3TRUE	1	0.163705
ZDHHC6	clus3TRUE	1	-0.1721887
RNH1	clus3TRUE	1	0.1513293
NDUFS1	clus3TRUE	1	0.1469602
RB1CC1	clus3TRUE	1	-0.6046477
ERP44	clus3TRUE	1	0.026026
ALAS1	clus3TRUE	1	0.3097608
BIRC3	clus3TRUE	1	-0.2634958
AKAP11	clus3TRUE	1	-0.0120498
SNAPC1	clus3TRUE	1	-0.2625677
DERA	clus3TRUE	1	0.0539241
STRAP	clus3TRUE	1	0.065318
DEF6	clus3TRUE	1	0.3632476
PLEKHO1	clus3TRUE	1	-0.1017727
GCLM	clus3TRUE	1	-0.1714359
UBR2	clus3TRUE	1	-0.3414859
CCDC28A	clus3TRUE	1	-0.3096307
HSF2	clus3TRUE	1	-0.3316819
PHF20	clus3TRUE	1	-0.2372219
TYMP	clus3TRUE	1	0.3829182
NCAPH2	clus3TRUE	1	-0.1150756
TOMM34	clus3TRUE	1	0.3711818
SEC63	clus3TRUE	1	-0.1722689
KPNA6	clus3TRUE	1	0.0807988
FAS	clus3TRUE	1	-0.2564942
RNASET2	clus3TRUE	1	0.3547173
BTN3A1	clus3TRUE	1	-0.0812629
MIPEP	clus3TRUE	1	0.5107619
PRKCH	clus3TRUE	1	-0.1733842
IFNGR1	clus3TRUE	1	0.0355359
B4GALT7	clus3TRUE	1	0.0805036
VRK2	clus3TRUE	1	0.2231939
VEZT	clus3TRUE	1	-0.1737716
BRD9	clus3TRUE	1	-0.366134
SNX1	clus3TRUE	1	0.0761767
TBPL1	clus3TRUE	1	-0.0007917
BCLAF1	clus3TRUE	1	-0.1973569
SLC39A9	clus3TRUE	1	0.1605159
TFB1M	clus3TRUE	1	-0.0433463
RABEP1	clus3TRUE	1	-0.1303027
HMGB3	clus3TRUE	1	0.2023096
NUP160	clus3TRUE	1	8.877e-05
BAK1	clus3TRUE	1	0.6781844
GRN	clus3TRUE	1	0.2644309
FAM13B	clus3TRUE	1	-0.209891
ARHGAP31	clus3TRUE	1	0.7970555
CENPQ	clus3TRUE	1	-0.2338709
RANBP3	clus3TRUE	1	0.0151388
ARID4A	clus3TRUE	1	-0.0404611
TSSC1	clus3TRUE	1	0.045085
PNPLA6	clus3TRUE	1	0.0721224
ALG1	clus3TRUE	1	0.4021171
ZCCHC8	clus3TRUE	1	-0.2521489
ABCF2	clus3TRUE	1	-0.168346
CHPF2	clus3TRUE	1	0.3991735
FUT8	clus3TRUE	1	0.4376268
UBA6	clus3TRUE	1	-0.3166975
PIAS1	clus3TRUE	1	-0.2785931
SLC4A7	clus3TRUE	1	-0.6367933
MAP2K3	clus3TRUE	1	0.1681377
ASTE1	clus3TRUE	1	0.1062155
PEX3	clus3TRUE	1	0.0982267
GABARAPL2	clus3TRUE	1	-0.1315973
SH3YL1	clus3TRUE	1	-0.4603475
FAM136A	clus3TRUE	1	0.1739209
VCL	clus3TRUE	1	-0.078709
NSMAF	clus3TRUE	1	-0.0821183
ADSS	clus3TRUE	1	0.096748
RFC1	clus3TRUE	1	-0.0313271
TBC1D23	clus3TRUE	1	-0.301316
CUL3	clus3TRUE	1	-0.0861309
ZZZ3	clus3TRUE	1	-0.3475613
TUBG2	clus3TRUE	1	0.2262584
NSUN2	clus3TRUE	1	-0.0437079
FBXO42	clus3TRUE	1	-0.176286
MFAP3	clus3TRUE	1	0.6516061
MRI1	clus3TRUE	1	0.437524
METTL1	clus3TRUE	1	0.1163248
AGA	clus3TRUE	1	0.246509
PI4K2B	clus3TRUE	1	0.193154
BOD1L1	clus3TRUE	1	-0.1958599
MAT2B	clus3TRUE	1	0.052075
CLEC16A	clus3TRUE	1	-0.3857888
SKIV2L2	clus3TRUE	1	-0.1900226
ZFYVE16	clus3TRUE	1	-0.9718586
PNKP	clus3TRUE	1	-0.1890716
PHLPP2	clus3TRUE	1	-0.1124249
SPDL1	clus3TRUE	1	0.4761658
STAU2	clus3TRUE	1	-0.417356
PHF23	clus3TRUE	1	-0.1036707
INPP4A	clus3TRUE	1	-0.0784212
LSG1	clus3TRUE	1	-0.3130134
THAP3	clus3TRUE	1	0.205468
TDP1	clus3TRUE	1	0.2138771
MED17	clus3TRUE	1	-0.1489767
AP2S1	clus3TRUE	1	0.1508672
DCUN1D1	clus3TRUE	1	0.0068826
JADE2	clus3TRUE	1	0.2706341
LCP2	clus3TRUE	1	0.2874144
TRIT1	clus3TRUE	1	-0.0907036
HSPA5	clus3TRUE	1	0.124463
GEMIN8	clus3TRUE	1	-0.3334289
OFD1	clus3TRUE	1	-0.5314649
WDR37	clus3TRUE	1	-0.3279556
YTHDC2	clus3TRUE	1	-0.2154343
ATP6V1H	clus3TRUE	1	0.1631279
POLR2B	clus3TRUE	1	0.1579631
ARAP2	clus3TRUE	1	-0.3031771
TPR	clus3TRUE	1	-0.1731481
DTNBP1	clus3TRUE	1	-0.1641005
C12orf4	clus3TRUE	1	-0.2997126
SCML1	clus3TRUE	1	-0.6542493
MAP4	clus3TRUE	1	0.2998337
GOPC	clus3TRUE	1	-0.1168673
TSPAN17	clus3TRUE	1	0.0125937
NOP16	clus3TRUE	1	-0.0049555
ZNF800	clus3TRUE	1	-0.4769896
SNX29	clus3TRUE	1	-0.0829748
MRPS10	clus3TRUE	1	0.0966698
VPS13D	clus3TRUE	1	-0.5234625
CELF2	clus3TRUE	1	0.1446637
FAM120A	clus3TRUE	1	0.0106852
R3HDM1	clus3TRUE	1	-0.1153994
ERCC8	clus3TRUE	1	0.3554264
VAMP3	clus3TRUE	1	-0.4215939
RCN1	clus3TRUE	1	0.0199096
RFC2	clus3TRUE	1	0.3278465
ARID1B	clus3TRUE	1	-0.1235971
CLPTM1L	clus3TRUE	1	-0.0385561
HEXB	clus3TRUE	1	0.1513468
JKAMP	clus3TRUE	1	0.4379722
NFE2L3	clus3TRUE	1	-0.0206014
LIMA1	clus3TRUE	1	0.9191413
LETMD1	clus3TRUE	1	-0.4666426
MAPK9	clus3TRUE	1	0.1892415
FAM160A2	clus3TRUE	1	-0.3052637
HERPUD1	clus3TRUE	1	0.1831401
PIK3CB	clus3TRUE	1	-0.2061341
CYBA	clus3TRUE	1	-0.2298608
THOC3	clus3TRUE	1	0.2451737
HEBP2	clus3TRUE	1	-0.0641
MPHOSPH9	clus3TRUE	1	-0.1087491
SIKE1	clus3TRUE	1	0.1027117
RRP12	clus3TRUE	1	-0.3141213
MSMO1	clus3TRUE	1	0.2121124
TTC17	clus3TRUE	1	-0.3534957
FOXN3	clus3TRUE	1	0.2075674
AKR7A2	clus3TRUE	1	0.4183875
MRTO4	clus3TRUE	1	-0.0447676
USE1	clus3TRUE	1	0.0606658
AP5M1	clus3TRUE	1	0.0586164
ANAPC4	clus3TRUE	1	0.0302409
TRAPPC3	clus3TRUE	1	0.1659107
THRAP3	clus3TRUE	1	-0.1380785
PHPT1	clus3TRUE	1	-0.1084108
LY75	clus3TRUE	1	0.3506551
ARID4B	clus3TRUE	1	-0.2961237
SDCCAG8	clus3TRUE	1	-0.1961287
TBC1D22A	clus3TRUE	1	-0.1183484
GALC	clus3TRUE	1	0.195241
SZRD1	clus3TRUE	1	-0.1202437
CUL1	clus3TRUE	1	-0.262269
FAM114A2	clus3TRUE	1	0.4689494
CYFIP2	clus3TRUE	1	0.0341056
TAB2	clus3TRUE	1	-0.293706
GINM1	clus3TRUE	1	-0.0060893
EIF2AK2	clus3TRUE	1	0.0129585
KMT2C	clus3TRUE	1	-0.6346081
PUM2	clus3TRUE	1	-0.4555219
MRPL43	clus3TRUE	1	0.1222676
C4orf27	clus3TRUE	1	0.161215
ZFR	clus3TRUE	1	-0.192684
ZNF280C	clus3TRUE	1	-0.4351527
TRAF1	clus3TRUE	1	0.020548
RC3H2	clus3TRUE	1	-0.5153155
SOAT1	clus3TRUE	1	-0.2521497
PRDM1	clus3TRUE	1	-0.6658602
ATG5	clus3TRUE	1	-0.0381491
PITHD1	clus3TRUE	1	0.0187659
MTA3	clus3TRUE	1	-0.1020618
ATP11B	clus3TRUE	1	-0.3004904
SEC61A1	clus3TRUE	1	0.3464338
PPP1R12A	clus3TRUE	1	0.0348028
POLR3E	clus3TRUE	1	0.1336171
ATP2B4	clus3TRUE	1	0.0228208
RIOK2	clus3TRUE	1	-0.0576241
YIPF1	clus3TRUE	1	0.0978349
NDC1	clus3TRUE	1	0.0598689
PARP12	clus3TRUE	1	0.1222751
ALDH18A1	clus3TRUE	1	0.0101922
TARBP1	clus3TRUE	1	0.4363827
CDK17	clus3TRUE	1	-0.178949
DNAJC25	clus3TRUE	1	0.0135351
SLC2A3	clus3TRUE	1	-0.1830227
PSD	clus3TRUE	1	-0.2127394
CTDP1	clus3TRUE	1	-0.4303094
YBX3	clus3TRUE	1	-0.1181855
WNK1	clus3TRUE	1	-0.2093791
CCAR1	clus3TRUE	1	-0.0535401
OGFR	clus3TRUE	1	-0.3530065
SNRNP40	clus3TRUE	1	0.1272379
MPC1	clus3TRUE	1	0.2813277
ACAA1	clus3TRUE	1	0.2907531
HDAC7	clus3TRUE	1	0.6087049
MRPS35	clus3TRUE	1	0.048773
SFSWAP	clus3TRUE	1	-0.530167
MON2	clus3TRUE	1	-0.3957374
GPBP1	clus3TRUE	1	-0.3017957
CS	clus3TRUE	1	0.1863483
MRPS24	clus3TRUE	1	-0.4920803
ELMO2	clus3TRUE	1	0.0884433
WAPAL	clus3TRUE	1	-0.1527869
VMP1	clus3TRUE	1	-0.2084314
APPBP2	clus3TRUE	1	-0.125307
POLD1	clus3TRUE	1	0.3363336
EIF4B	clus3TRUE	1	-0.2358198
ISOC2	clus3TRUE	1	0.4862078
U2AF2	clus3TRUE	1	-0.1980076
EPN1	clus3TRUE	1	-0.6039417
MED29	clus3TRUE	1	0.0827232
MTMR1	clus3TRUE	1	0.1268054
HAGH	clus3TRUE	1	0.1074103
RNF4	clus3TRUE	1	-0.071111
ASUN	clus3TRUE	1	0.2911243
TM7SF3	clus3TRUE	1	0.6426015
TAF2	clus3TRUE	1	-0.0266693
HIPK2	clus3TRUE	1	0.1654702
TNPO3	clus3TRUE	1	0.226469
TMEM161A	clus3TRUE	1	0.1567861
LPAR2	clus3TRUE	1	-0.3268698
CTSA	clus3TRUE	1	0.3219589
SUGP2	clus3TRUE	1	-0.0048534
SLC12A2	clus3TRUE	1	-0.2745721
CNN2	clus3TRUE	1	0.4413516
DDX20	clus3TRUE	1	0.0374721
BTBD1	clus3TRUE	1	0.0060167
SBNO2	clus3TRUE	1	-0.4433986
PMS1	clus3TRUE	1	0.022333
TAF11	clus3TRUE	1	-0.3599664
AP3D1	clus3TRUE	1	0.2364267
ZNF76	clus3TRUE	1	-0.1285223
GNAI3	clus3TRUE	1	0.1863176
IPO5	clus3TRUE	1	-0.0311506
OAT	clus3TRUE	1	-0.1299937
WDR3	clus3TRUE	1	-0.202646
PKN2	clus3TRUE	1	-0.7307332
DGKA	clus3TRUE	1	0.3271844
ANKRD44	clus3TRUE	1	-0.2656995
KARS	clus3TRUE	1	0.0115368
ADAT1	clus3TRUE	1	-0.0792261
PDIA5	clus3TRUE	1	0.3471906
NDUFB4	clus3TRUE	1	-0.0342504
SPEN	clus3TRUE	1	-0.2779361
ZC3H15	clus3TRUE	1	-0.1628644
MAP2K4	clus3TRUE	1	0.1118693
TMEM206	clus3TRUE	1	-0.2509258
SLK	clus3TRUE	1	-0.05154
CYB5R4	clus3TRUE	1	0.2664037
SEC61A2	clus3TRUE	1	-0.5726822
PRKCQ	clus3TRUE	1	0.3123248
ASB1	clus3TRUE	1	0.0312331
FAM107B	clus3TRUE	1	-0.3232778
TBC1D1	clus3TRUE	1	-0.4186837
CDK13	clus3TRUE	1	-0.0975033
MTHFD2	clus3TRUE	1	-0.1713389
YBX1	clus3TRUE	1	-0.1339408
PPP2R5A	clus3TRUE	1	0.1597332
ELAVL1	clus3TRUE	1	0.0527335
DIP2B	clus3TRUE	1	-0.1632383
SMARCD1	clus3TRUE	1	0.1527874
KDM4A	clus3TRUE	1	0.1563938
NFYC	clus3TRUE	1	0.3621068
CD84	clus3TRUE	1	-0.3815223
ZNRD1	clus3TRUE	1	0.0109161
ZBTB11	clus3TRUE	1	-0.6706487
ATXN3	clus3TRUE	1	-0.2273641
GOLGA5	clus3TRUE	1	-0.3018727
LRRC40	clus3TRUE	1	-0.0611878
ISOC1	clus3TRUE	1	0.0621436
TRMT11	clus3TRUE	1	-0.1326425
THUMPD1	clus3TRUE	1	-0.093671
MSANTD3	clus3TRUE	1	0.2090398
ATG2B	clus3TRUE	1	-0.0765687
ARFGEF1	clus3TRUE	1	-0.0024154
MTFR1	clus3TRUE	1	-0.4813826
FECH	clus3TRUE	1	-0.0869175
MYO9A	clus3TRUE	1	-0.2738545
DDX3Y	clus3TRUE	1	-0.3412504
PFKP	clus3TRUE	1	-0.1557844
IDI1	clus3TRUE	1	0.0974278
SP100	clus3TRUE	1	-0.1269639
KLF6	clus3TRUE	1	-0.3387632
PPAP2A	clus3TRUE	1	0.3611592
TRAM1	clus3TRUE	1	0.0169411
TNFRSF1A	clus3TRUE	1	0.1284997
EVI5	clus3TRUE	1	0.4439288
PKM	clus3TRUE	1	0.0781222
DHX29	clus3TRUE	1	0.056627
METTL22	clus3TRUE	1	-0.3491265
TP53BP1	clus3TRUE	1	-0.0040953
RRP15	clus3TRUE	1	-0.0578388
RHOA	clus3TRUE	1	0.0478803
DHX8	clus3TRUE	1	0.0372596
ZFY	clus3TRUE	1	0.2792344
IARS2	clus3TRUE	1	0.4259995
IDH3G	clus3TRUE	1	0.296494
ROCK1	clus3TRUE	1	-0.1148549
CBFB	clus3TRUE	1	-0.1249713
PDK3	clus3TRUE	1	0.0543786
HYAL2	clus3TRUE	1	0.3632648
RASSF1	clus3TRUE	1	-0.3881981
IFI35	clus3TRUE	1	-0.0309496
HEATR6	clus3TRUE	1	-0.1757071
COASY	clus3TRUE	1	0.5907841
MEF2A	clus3TRUE	1	-0.2225873
OTUD5	clus3TRUE	1	0.1195972
TBC1D25	clus3TRUE	1	-0.3528751
ACSL4	clus3TRUE	1	0.0414031
GPKOW	clus3TRUE	1	-0.4781671
GRIPAP1	clus3TRUE	1	-0.4242409
FTSJ1	clus3TRUE	1	0.0164994
ATP11A	clus3TRUE	1	-0.2035889
POLR1A	clus3TRUE	1	0.0182486
LAPTM4A	clus3TRUE	1	-0.2233867
TTC7A	clus3TRUE	1	0.0539903
IP6K2	clus3TRUE	1	0.0446489
SRBD1	clus3TRUE	1	0.3505363
KIF2A	clus3TRUE	1	-0.067899
PSME4	clus3TRUE	1	-0.6182526
SIRT2	clus3TRUE	1	0.0386645
ERLEC1	clus3TRUE	1	0.3736267
NUP133	clus3TRUE	1	0.1666968
NUCKS1	clus3TRUE	1	-0.2372394
VPS35	clus3TRUE	1	-0.0476567
DNAJA2	clus3TRUE	1	0.051644
BCL3	clus3TRUE	1	-0.0211111
KCNAB2	clus3TRUE	1	-0.1076217
CLEC2D	clus3TRUE	1	-0.1747349
FUNDC1	clus3TRUE	1	0.1912223
RORA	clus3TRUE	1	0.2074478
TGFBR3	clus3TRUE	1	0.617035
ATP1B3	clus3TRUE	1	0.1030652
PIGB	clus3TRUE	1	0.1360142
MAPK6	clus3TRUE	1	-0.1710569
RAB27A	clus3TRUE	1	-0.0286278
CECR5	clus3TRUE	1	0.1539102
UFD1L	clus3TRUE	1	0.1646701
PHRF1	clus3TRUE	1	-0.5558552
IKBKAP	clus3TRUE	1	0.3989249
NUCB2	clus3TRUE	1	-0.0471022
TMEM260	clus3TRUE	1	-0.0223215
SMG6	clus3TRUE	1	-0.3625695
EXOC5	clus3TRUE	1	0.1323866
DGCR2	clus3TRUE	1	-0.487655
RNF126	clus3TRUE	1	-0.032206
MNT	clus3TRUE	1	-1.375726
ZXDC	clus3TRUE	1	0.0917797
JMJD6	clus3TRUE	1	0.142557
POLB	clus3TRUE	1	0.3811728
GBA2	clus3TRUE	1	0.5440645
ASNS	clus3TRUE	1	-0.2100503
AP3M2	clus3TRUE	1	-0.1156685
CFAP20	clus3TRUE	1	0.1201652
CSNK2A2	clus3TRUE	1	-0.0799833
EIF2B3	clus3TRUE	1	0.1593543
TCOF1	clus3TRUE	1	0.004677
CDC42	clus3TRUE	1	-0.0643666
OSBPL3	clus3TRUE	1	-0.2526729
RAD18	clus3TRUE	1	-0.3048476
ATP2B1	clus3TRUE	1	-0.3601899
NCK2	clus3TRUE	1	0.004758
MAP4K4	clus3TRUE	1	-0.453782
MGAT4A	clus3TRUE	1	-0.3291313
WDR1	clus3TRUE	1	0.190236
SNX13	clus3TRUE	1	-0.2419166
ARHGAP10	clus3TRUE	1	0.0583303
ING3	clus3TRUE	1	-0.2618123
WBSCR22	clus3TRUE	1	-0.138386
SEL1L	clus3TRUE	1	-0.0958747
ATP6AP1	clus3TRUE	1	-0.0682525
TCF3	clus3TRUE	1	-0.0143431
TRIB2	clus3TRUE	1	0.1641188
DAZAP1	clus3TRUE	1	-0.3807137
MBD3	clus3TRUE	1	-0.311286
HLTF	clus3TRUE	1	-0.1038807
FAM50A	clus3TRUE	1	0.2094169
FAM3A	clus3TRUE	1	0.1265686
CPSF1	clus3TRUE	1	0.3693105
PDCD2	clus3TRUE	1	-0.0967747
RDH11	clus3TRUE	1	0.1383554
PRKACA	clus3TRUE	1	-0.0305119
ADGRL1	clus3TRUE	1	-0.1278348
ACTN1	clus3TRUE	1	0.1045794
PTPN18	clus3TRUE	1	0.5453851
ALDH3A2	clus3TRUE	1	0.1275708
TFRC	clus3TRUE	1	-0.0804427
SREBF1	clus3TRUE	1	-0.1278136
AFF4	clus3TRUE	1	-0.1539072
UBE2D1	clus3TRUE	1	-0.0847201
SMC1A	clus3TRUE	1	0.1882094
MARK2	clus3TRUE	1	0.2095951
CHFR	clus3TRUE	1	-0.0672787
